L,795
L,280
L,78
L,585
L,948
L,15
L,745
L,107
L,765
L,297
L,607
L,527
L,766
L,819
L,989
L,775
L,83
L,428
L,526
L,398
L,276
L,99
L,437
L,633
L,812
L,759
L,749
L,906
L,974
L,833
L,398
L,288
L,644
L,191
L,34
L,416
L,975
L,65
L,396
L,752
L,865
L,214
L,24
L,936
L,252
L,169
L,407
L,192
L,878
L,331
L,575
L,476
L,814
L,758
L,786
L,986
L,303
L,52
L,446
L,897
L,833
L,960
L,48
L,474
L,351
L,278
L,208
L,686
L,664
L,78
L,922
L,282
L,605
L,714
L,397
L,745
L,7
L,508
L,668
L,856
L,94
L,937
L,823
L,143
L,72
L,437
L,247
L,937
L,314
L,31
L,361
L,594
L,162
L,674
L,169
L,520
L,603
L,677
L,476
L,163
L,951
L,874
L,872
L,615
L,969
L,346
L,97
L,807
L,657
L,120
L,870
L,638
L,139
L,1
L,333
L,819
L,443
L,501
L,477
L,851
L,615
L,589
L,62
L,478
L,346
L,510
L,409
L,102
L,919
L,375
L,689
L,149
L,931
L,186
L,990
L,195
L,653
L,195
L,126
L,496
L,396
L,188
L,486
L,607
L,130
L,783
L,394
L,873
L,774
L,128
L,573
L,853
L,150
L,474
L,664
L,914
L,691
L,625
L,473
L,363
L,288
L,357
L,50
L,608
L,788
L,502
L,935
L,864
L,445
L,670
L,734
L,444
L,232
L,431
L,86
L,580
L,707
L,85
L,29
L,837
L,442
L,970
L,205
L,821
L,313
L,488
L,437
L,93
L,760
L,772
L,883
L,368
L,351
L,942
L,423
L,947
L,183
L,806
L,390
L,880
L,275
L,578
L,660
L,852
L,102
L,856
L,839
L,952
L,80
L,284
L,457
L,748
L,916
L,32
L,28
L,815
L,802
L,160
L,49
L,607
L,904
L,599
L,384
L,446
L,301
L,417
L,323
L,904
L,910
L,909
L,944
L,683
L,603
L,628
L,238
L,852
L,927
L,777
L,972
L,122
L,631
L,304
L,89
L,17
L,15
L,602
L,928
L,669
L,560
L,305
L,94
L,325
L,621
L,413
L,66
L,906
L,605
L,653
L,298
L,392
L,264
L,36
L,234
L,973
L,741
L,726
L,564
L,835
L,636
L,88
L,518
L,709
L,755
L,730
L,407
L,899
L,480
L,608
L,194
L,150
L,12
L,960
L,104
L,855
L,415
L,881
L,145
L,552
L,574
L,983
L,899
L,721
L,54
L,298
L,904
L,754
L,223
L,970
L,205
L,48
L,482
L,225
L,927
L,405
L,76
L,705
L,592
L,510
L,34
L,363
L,486
L,599
L,662
L,755
L,129
L,736
L,203
L,545
L,748
L,715
L,598
L,49
L,790
L,592
L,223
L,831
L,528
L,710
L,616
L,830
L,25
L,2
L,997
L,185
L,203
L,811
L,73
L,920
L,945
L,978
L,276
L,735
L,954
L,572
L,344
L,611
L,142
L,589
L,863
L,522
L,897
L,738
L,335
L,724
L,192
L,841
L,922
L,546
L,570
L,426
L,78
L,50
L,938
L,799
L,6
L,943
L,463
L,855
L,430
L,244
L,122
L,428
L,763
L,440
L,514
L,653
L,819
L,129
L,362
L,106
L,565
L,525
L,151
L,690
L,380
L,23
L,745
L,231
L,729
L,270
L,81
L,968
L,356
L,14
L,658
L,837
L,249
L,980
L,181
L,347
L,322
L,779
L,983
L,547
L,311
L,538
L,262
L,895
L,406
L,393
L,745
L,65
L,509
L,178
L,525
L,716
L,499
L,794
L,673
L,700
L,246
L,632
L,313
L,772
L,795
L,766
L,619
L,896
L,531
L,777
L,213
L,526
L,527
L,227
L,893
L,922
L,18
L,57
L,970
L,780
L,309
L,171
L,682
L,623
L,64
L,89
L,551
L,688
L,312
L,187
L,764
L,401
L,834
L,909
L,293
L,446
L,364
L,7
L,672
L,701
L,551
L,605
L,229
L,568
L,80
L,779
L,824
L,25
L,294
L,531
L,632
L,592
L,578
L,701
L,732
L,422
L,953
L,438
L,566
L,962
L,303
L,291
L,195
L,397
L,745
L,635
L,425
L,16
L,168
L,983
L,736
L,461
L,442
L,106
L,990
L,135
L,445
L,798
L,370
L,283
L,610
L,907
L,890
L,546
L,940
L,970
L,451
L,43
L,104
L,182
L,394
L,198
L,558
L,976
L,207
L,470
L,952
L,401
L,432
L,891
L,103
L,718
L,559
L,734
L,154
L,789
L,560
L,651
L,262
L,285
L,826
L,454
L,829
L,708
L,655
L,627
L,526
L,747
L,466
L,330
L,213
L,596
L,333
L,523
L,485
L,130
L,759
L,879
L,438
L,960
L,197
L,619
L,115
L,10
L,919
L,429
L,6
L,963
L,821
L,982
L,521
L,213
L,923
L,313
L,867
L,194
L,41
L,954
L,783
L,264
L,126
L,190
L,515
L,634
L,14
L,299
L,190
L,639
L,511
L,639
L,618
L,585
L,822
L,13
L,157
L,338
L,448
L,465
L,288
L,825
L,660
L,63
L,926
L,40
L,897
L,650
L,916
L,832
L,811
L,762
L,220
L,271
L,689
L,564
L,743
L,608
L,746
L,532
L,522
L,532
L,494
L,749
L,562
L,537
L,778
L,375
L,760
L,21
L,806
L,556
L,727
L,709
L,710
L,687
L,554
L,49
L,493
L,395
L,510
L,225
L,242
L,690
L,619
L,535
L,549
L,754
L,258
L,476
L,886
L,969
L,566
L,772
L,100
L,630
L,919
L,472
L,649
L,34
L,966
L,810
L,479
L,952
L,969
L,62
L,367
L,182
L,220
L,679
L,770
L,181
L,110
L,799
L,195
L,448
L,784
L,659
L,580
L,907
L,454
L,357
L,789
L,276
L,236
L,461
L,338
L,374
L,223
L,891
L,728
L,624
L,456
L,688
L,405
L,988
L,27
L,68
L,250
L,637
L,758
L,679
L,94
L,772
L,613
L,291
L,240
L,415
L,730
L,621
L,708
L,294
L,270
L,956
L,193
L,643
L,87
L,997
L,164
L,566
L,958
L,755
L,133
L,270
L,422
L,805
L,449
L,437
L,871
L,856
L,986
L,393
L,567
L,133
L,211
L,349
L,854
L,576
L,265
L,463
L,877
L,553
L,992
L,667
L,9
L,798
L,367
L,585
L,608
L,457
L,541
L,577
L,804
L,965
L,502
L,743
L,875
L,574
L,66
L,551
L,5
L,682
L,298
L,102
L,593
L,283
L,520
L,912
L,903
L,192
L,39
L,589
L,733
L,46
L,954
L,403
L,49
L,582
L,25
L,750
L,780
L,162
L,189
L,711
L,257
L,993
L,823
L,779
L,729
L,420
L,49
L,25
L,838
L,894
L,420
L,970
L,968
L,230
L,348
L,176
L,498
L,450
L,897
L,38
L,251
L,336
L,578
L,13
L,762
L,221
L,939
L,729
L,686
L,974
L,563
L,183
L,35
L,561
L,495
L,972
L,32
L,84
L,413
L,299
L,626
L,449
L,771
L,832
L,320
L,889
L,172
L,333
L,483
L,236
L,699
L,985
L,750
L,769
L,222
L,43
L,832
L,174
L,738
L,809
L,558
L,942
L,589
L,338
L,123
L,820
L,60
L,36
L,878
L,438
L,470
L,518
L,695
L,45
L,432
L,245
L,61
L,21
L,862
L,882
L,921
L,89
L,906
L,161
L,243
L,116
L,530
L,38
L,474
L,29
L,734
L,560
L,250
L,771
L,370
L,26
L,817
L,484
L,856
L,848
L,738
L,828
L,479
L,41
L,787
L,998
L,946
L,561
L,144
L,324
L,753
L,873
L,969
L,62
L,947
L,955
L,226
L,768
L,62
L,873
L,97
L,183
L,713
L,468
L,606
L,31
L,317
L,824
L,96
L,31
L,390
L,333
L,529
L,681
L,69
L,98
L,788
L,333
L,58
L,863
L,861
L,329
L,23
L,719
L,951
L,867
L,338
L,463
L,658
L,510
L,277
L,713
L,776
L,814
L,515
L,586
L,377
L,377
L,508
L,36
L,190
L,956
L,707
L,575
L,799
L,194
L,681
L,452
L,268
L,634
L,996
L,359
L,158
L,767
L,491
L,831
L,748
L,685
L,835
L,99
L,821
L,20
L,30
L,162
L,858
L,649
L,690
L,848
L,682
L,321
L,589
L,806
L,184
L,796
L,99
L,696
L,69
L,215
L,370
L,625
L,915
L,724
L,8
L,133
L,546
L,523
L,959
L,386
L,367
L,66
L,977
L,233
L,527
L,356
